title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
Fix due-date badge color for overdue cards,Doing,Beta Team,medium,2026-04-08,5,,demo2,5,2,2,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Write integration test for card move API,Doing,Beta Team,low,,8,"Bug,Improvement",,0,0,2,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Investigate flaky test in test_concurrent_moves,Doing,Beta Team,high,2026-04-02,7,Bug,demo3,0,0,2,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Write migration guide from v0.9 to v1.0,Review,Beta Team,medium,2026-04-06,5,Bug,demo1,3,1,3,## Background  Users frequently miss due dates because there is no proactive not
Set up weekly demo data refresh job,Done,Beta Team,urgent,2026-02-19,4,,demo3,0,0,1,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Fix XSS via card title in notifications,Done,Beta Team,urgent,2026-04-08,4,Improvement,demo5,0,0,0,The `/api/boards/{id}/full/` endpoint is the most-called endpoint in production 
Update Python dependencies to latest patch,Backlog,Cloudstride Ltd,high,2026-04-08,3,Feature,demo3,0,0,0,Keyboard shortcut `N` (when focus is outside an input) should open a quick-add m
Integrate Sentry for frontend error tracking,Backlog,Cloudstride Ltd,low,,6,,demo2,0,0,1,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Fix empty state not showing on fresh board,Backlog,Cloudstride Ltd,high,2026-04-11,6,,demo1,0,0,1,The `/api/boards/{id}/full/` endpoint is the most-called endpoint in production 
Add CSV export for board activity,To Do,Cloudstride Ltd,low,2026-04-03,6,Feature,,0,0,0,Current coverage for `CardMovement` creation and the `from_*_name` denormalizati
Support @mentions in card descriptions,To Do,Cloudstride Ltd,medium,,4,Feature,demo3,4,1,2,The WebSocket connection silently dies when the Django backend rotates the JWT a
Implement card template system,To Do,Cloudstride Ltd,high,,1,"Bug,Feature",demo1,0,0,1,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Add offline mode banner,Doing,Cloudstride Ltd,urgent,2026-04-11,7,Improvement,demo1,3,1,1,The WebSocket connection silently dies when the Django backend rotates the JWT a
Fix stale WebSocket after board rename,Doing,Cloudstride Ltd,high,,7,,demo2,0,0,2,## What  The `POST /api/boards/{board_id}/swimlanes/reorder/` endpoint re-fetche
Add SAML SSO support (enterprise),Review,Cloudstride Ltd,urgent,,1,"Bug,Improvement",demo5,0,0,2,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Fix checklist item delete losing position,Backlog,DevOps Guild,medium,2026-03-21,8,,demo3,5,3,0,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Improve onboarding empty state copy,Backlog,DevOps Guild,urgent,2026-03-18,5,,demo2,0,0,0,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Investigate slow card load on large boards,Backlog,DevOps Guild,high,2026-03-29,6,Improvement,demo4,0,0,2,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Add read receipt to comments,To Do,DevOps Guild,urgent,,2,,demo2,0,0,2,Dark-mode email templates should match the app's dark theme (`bg-gray-900` palet
Create Helm chart for staging deployment,Doing,DevOps Guild,low,2026-04-04,4,,demo4,0,0,3,## Background  Users frequently miss due dates because there is no proactive not
Support dark mode in email notifications,Doing,DevOps Guild,medium,,6,,demo3,4,1,1,The `/api/boards/{id}/full/` endpoint is the most-called endpoint in production 
Fix column WIP limit badge wrapping,Backlog,Ember Studio,low,2026-04-10,5,,demo1,0,0,1,## Goal  Allow board admins to download a CSV of all card movements for external
Investigate memory leak in frontend bundle,Backlog,Ember Studio,urgent,,8,,demo4,0,0,2,"Add a ""Archive selected"" action to the bulk action toolbar. Archived cards shoul"
Write runbook for on-call rotation,To Do,Ember Studio,urgent,,8,,demo5,3,2,0,Touch-based drag-and-drop is broken on iOS Safari 17. The `@dnd-kit/core` pointe
Add keyboard shortcut to create card,To Do,Ember Studio,low,2026-03-25,3,Improvement,demo3,0,0,1,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Fix WebSocket reconnect on token refresh,To Do,Ember Studio,low,,1,"Bug,Improvement",demo2,4,2,2,"Add a ""Archive selected"" action to the bulk action toolbar. Archived cards shoul"
Add label filter to board view,To Do,Ember Studio,low,2026-03-28,1,Feature,demo4,0,0,2,## What  The `POST /api/boards/{board_id}/swimlanes/reorder/` endpoint re-fetche
Add card position audit log,To Do,Ember Studio,high,,6,,demo4,3,1,3,Touch-based drag-and-drop is broken on iOS Safari 17. The `@dnd-kit/core` pointe
Benchmark board load with 1000+ cards,Review,Ember Studio,medium,2026-04-01,8,,demo3,0,0,3,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Add column-level WIP enforcement,Done,Ember Studio,low,2026-04-07,7,Bug,demo3,3,1,2,The WebSocket connection silently dies when the Django backend rotates the JWT a
Add priority filter to FilterBar,Backlog,Frontier AI,medium,,7,,demo3,3,1,0,Current coverage for `CardMovement` creation and the `from_*_name` denormalizati
Review and update CONTRIBUTING.md,Backlog,Frontier AI,medium,,8,Improvement,,0,0,0,Touch-based drag-and-drop is broken on iOS Safari 17. The `@dnd-kit/core` pointe
Add bulk label assignment,Backlog,Frontier AI,medium,2026-04-02,4,Improvement,demo1,3,1,0,"Add a ""Archive selected"" action to the bulk action toolbar. Archived cards shoul"
Fix drag-and-drop on touch screens,Backlog,Frontier AI,low,,2,Feature,demo3,0,0,3,Keyboard shortcut `N` (when focus is outside an input) should open a quick-add m
Add bulk archive action to card list,Review,Frontier AI,high,,7,,demo5,0,0,3,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Clean up unused CSS utility classes,To Do,Growth Squad,medium,2026-02-21,1,Bug,demo1,3,3,0,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Fix swimlane collapse state not persisting,Doing,Growth Squad,medium,2026-03-31,5,Bug,demo3,4,1,3,## Goal  Allow board admins to download a CSV of all card movements for external
Add OAuth2 PKCE flow for mobile clients,Review,Growth Squad,high,,2,"Bug,Feature",demo1,0,0,2,## Goal  Allow board admins to download a CSV of all card movements for external
Add export to Markdown option,Review,Growth Squad,medium,,6,,demo4,0,0,2,The WebSocket connection silently dies when the Django backend rotates the JWT a
Fix login redirect loop on mobile,Done,Growth Squad,medium,2026-03-27,8,,demo5,2,1,1,Keyboard shortcut `N` (when focus is outside an input) should open a quick-add m
Improve accessibility of drag handles,Backlog,Hardrock Systems,urgent,2026-02-15,7,,demo3,0,0,0,Current coverage for `CardMovement` creation and the `from_*_name` denormalizati
Remove deprecated /api/v1/ aliases,Backlog,Hardrock Systems,medium,2026-03-26,8,Feature,,0,0,1,"Add a ""Archive selected"" action to the bulk action toolbar. Archived cards shoul"
Implement card weight rollup per swimlane,To Do,Hardrock Systems,urgent,2026-04-04,3,"Bug,Feature",demo1,3,0,0,Keyboard shortcut `N` (when focus is outside an input) should open a quick-add m
Write performance test for /boards/{id}/full/,To Do,Hardrock Systems,high,2026-03-19,5,"Bug,Feature",demo1,3,1,2,## Goal  Allow board admins to download a CSV of all card movements for external
Add archive board action,Doing,Hardrock Systems,medium,,7,Improvement,,0,0,3,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Fix broken avatar URL for OAuth users,Review,Hardrock Systems,low,2026-04-13,3,,demo2,3,1,0,Touch-based drag-and-drop is broken on iOS Safari 17. The `@dnd-kit/core` pointe
Fix notification bell count mismatch,Review,Hardrock Systems,medium,2026-03-07,3,,demo3,4,2,3,## Goal  Allow board admins to download a CSV of all card movements for external
Fix date picker timezone offset,Done,Hardrock Systems,high,2026-02-20,7,"Bug,Improvement",demo2,0,0,2,Current coverage for `CardMovement` creation and the `from_*_name` denormalizati
Fix Dockerfile layer caching regression,Done,Hardrock Systems,urgent,2026-02-21,8,Improvement,demo3,0,0,0,Dark-mode email templates should match the app's dark theme (`bg-gray-900` palet
Implement board copy feature,Backlog,Indigo Labs,medium,2026-02-17,2,Feature,demo1,4,2,0,Keyboard shortcut `N` (when focus is outside an input) should open a quick-add m
Add column archival (soft delete),Backlog,Indigo Labs,low,2026-03-30,1,"Feature,Improvement",demo1,0,0,0,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Fix pagination cursors on Safari,Backlog,Indigo Labs,medium,2026-02-19,7,,demo4,0,0,0,## What  The `POST /api/boards/{board_id}/swimlanes/reorder/` endpoint re-fetche
Refactor swimlane reorder endpoint,To Do,Indigo Labs,low,2026-03-25,6,,,5,3,0,## What  The `POST /api/boards/{board_id}/swimlanes/reorder/` endpoint re-fetche
Add group-level board visibility setting,Doing,Indigo Labs,medium,2026-02-14,1,Improvement,demo4,2,1,3,"Add a ""Archive selected"" action to the bulk action toolbar. Archived cards shoul"
Audit all endpoints for IDOR vulnerabilities,Done,Indigo Labs,low,,3,Bug,demo5,0,0,1,## Observed  Loading `/api/boards/{id}/full/` takes 2–3 s on a board with 800+ c
Support emoji in card titles,Backlog,Just Ship It,high,2026-03-25,4,"Feature,Improvement",demo2,0,0,3,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Set up staging environment seed job,Backlog,Just Ship It,medium,2026-03-31,7,Improvement,demo5,3,2,3,The `/api/boards/{id}/full/` endpoint is the most-called endpoint in production 
Optimise full-board query with select_related,Done,Just Ship It,low,2026-03-09,2,Improvement,demo3,3,0,0,## Goal  Allow board admins to download a CSV of all card movements for external
Implement board-level search,Done,Just Ship It,medium,2026-03-30,3,"Bug,Feature",demo4,4,3,1,## Problem  The login flow redirects to `/dashboard` even when the user came fro
Fix CSV import skipping blank description,Done,Just Ship It,high,2026-03-26,1,,demo4,0,0,0,Touch-based drag-and-drop is broken on iOS Safari 17. The `@dnd-kit/core` pointe
