title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
Blue Mountains Consulting -- Advisory Board License,Closed Lost,Japan & Korea,medium,2026-03-27,6,Strategic,demo2,0,0,2,
Thames Capital -- Investment Pipeline Board,Discovery,North America,medium,2026-04-05,1,Renewal|Enterprise,demo4,0,0,0,
Clyde Engineering -- Manufacturing Workflow License,Qualified,APAC,high,2026-03-15,3,Upsell,demo1,0,0,1,
Dublin Analytics -- Data Team Kanban,Proposal Sent,EMEA,medium,2026-03-22,5,Renewal|SMB,demo3,0,0,1,
Avon Insurance -- Claims Processing Board,Negotiation,LATAM,medium,,5,Strategic|Upsell,,0,0,2,
Severn Healthcare -- NHS Trust Operations Board,Demo,ANZ,medium,2026-04-24,7,SMB|Upsell,demo2,0,0,2,
Mersey Digital -- Agency Campaign Tracker,Discovery,UK & Ireland,high,,3,SMB,demo4,0,0,1,
Belfast Tech -- 50-Seat SaaS Startup Deal,Demo,DACH,medium,2026-03-03,7,,demo1,0,0,2,
Trent Consulting -- Professional Services Board,Negotiation,Nordics,urgent,2026-04-22,7,,demo3,0,0,0,
Cotswold Publishing -- Editorial Workflow License,Demo,Middle East,high,2026-02-21,4,SMB|Enterprise,,0,0,1,
Highland Logistics -- Distribution Board,Proposal Sent,Southeast Asia,low,2026-02-20,5,SMB|Upsell,demo2,0,0,1,
Windsor Pharmaceuticals -- Drug Approval Pipeline,Prospect,Japan & Korea,urgent,2026-03-15,8,,demo4,0,0,0,
Bayern Maschinenbau -- Factory Floor Board,Closed Lost,North America,medium,2026-04-08,5,SMB|Renewal,demo1,0,0,2,
Wien Consulting -- Project Delivery License,Closed Lost,APAC,medium,2026-04-04,5,Upsell,demo3,0,0,0,
Zurich Insurance AG -- Claims Workflow Board,Closed Won,EMEA,urgent,,6,Upsell,,0,0,0,
Rhein Software -- 100-Seat Engineering Deal,Prospect,LATAM,medium,2026-04-07,3,Upsell|Strategic,demo2,0,0,2,
Alpen Logistics -- Cross-Border Shipping Board,Closed Lost,ANZ,medium,,4,,demo4,0,0,0,
Hamburg Pharma -- Clinical Trial Tracker,Closed Lost,UK & Ireland,urgent,2026-02-24,7,Renewal,demo1,0,0,1,
Dresden Automotive -- QA Pipeline Board,Proposal Sent,DACH,medium,,5,SMB,demo3,0,0,2,
Salzburg Tourism -- Guest Operations License,Proposal Sent,Nordics,high,2026-04-07,2,,,0,0,0,
Bern Data Systems -- Analytics Board Package,Discovery,Middle East,high,2026-04-10,8,,demo2,0,0,2,
Frankfurt Finance -- Compliance Workflow Deal,Discovery,Southeast Asia,low,,8,Upsell,demo4,0,0,2,
Stuttgart Manufacturing -- Production Kanban,Prospect,Japan & Korea,urgent,2026-04-29,4,,demo1,0,0,1,
Stockholm SaaS -- 80-Seat Platform Migration,Qualified,North America,medium,,4,SMB,demo3,0,0,1,
Oslo Energy -- Renewable Project Board,Qualified,APAC,high,2026-04-20,5,Enterprise,,0,0,0,
Helsinki Gaming -- Sprint Board License,Discovery,EMEA,low,2026-04-10,2,,demo2,0,0,2,
Copenhagen Design -- Creative Workflow Board,Prospect,LATAM,high,2026-04-24,4,Renewal,demo4,0,0,1,
Gothenburg Shipping -- Fleet Operations Board,Prospect,ANZ,high,2026-03-01,1,Enterprise|Renewal,demo1,0,0,2,
Reykjavik Biotech -- Lab Management Board,Negotiation,UK & Ireland,urgent,2026-04-25,1,Enterprise|SMB,demo3,0,0,0,
Malmo Retail -- 50-Store Ops Board,Prospect,DACH,high,2026-04-02,7,Strategic,,0,0,2,
Bergen Consulting -- Advisory Pipeline Board,Discovery,Nordics,urgent,2026-03-29,7,Upsell|Strategic,demo2,0,0,2,
Tampere Automotive -- QA Workflow License,Proposal Sent,Middle East,high,2026-03-30,2,Renewal,demo4,0,0,0,
Aarhus Digital -- Agency Board 30 Seats,Discovery,Southeast Asia,medium,2026-03-26,3,,demo1,0,0,0,
Dubai Properties -- Real Estate Project Board,Closed Won,Japan & Korea,low,2026-02-26,4,Upsell|Enterprise,demo3,0,0,2,
Riyadh Oil -- Operations Compliance Board,Qualified,North America,medium,2026-03-04,2,Renewal|Upsell,,0,0,0,
Abu Dhabi Finance -- Investment Pipeline License,Proposal Sent,APAC,high,2026-03-25,3,Renewal|Strategic,demo2,0,0,2,
Qatar Airways Cargo -- Logistics Board Deal,Demo,EMEA,low,2026-03-21,2,Upsell,demo4,0,0,1,
Doha Healthcare -- Hospital Operations Board,Proposal Sent,LATAM,medium,2026-04-18,3,,demo1,0,0,0,
Jeddah Retail -- 200-Store Operations License,Negotiation,ANZ,high,2026-03-07,1,Renewal|SMB,demo3,0,0,0,
Muscat Engineering -- Infrastructure Project Board,Discovery,UK & Ireland,high,,3,Strategic,,0,0,0,
Bahrain Fintech -- Compliance Workflow License,Closed Won,DACH,low,2026-04-08,6,SMB|Upsell,demo2,0,0,2,
Kuwait Petroleum -- Safety Tracking Board,Qualified,Nordics,medium,,3,Renewal,demo4,0,0,2,
Sharjah Education -- Academic Operations Board,Demo,Middle East,medium,,7,,demo1,0,0,0,
Singapore Fintech -- 60-Seat Compliance Board,Qualified,Southeast Asia,medium,2026-04-15,6,Upsell,demo3,0,0,1,
Jakarta Logistics -- Last-Mile Delivery Board,Closed Won,Japan & Korea,medium,,2,,,0,0,0,
Manila BPO -- Operations Kanban 200 Seats,Negotiation,North America,high,2026-03-03,3,SMB|Renewal,demo2,0,0,1,
Bangkok Retail -- Store Operations Board,Qualified,APAC,medium,2026-04-21,7,SMB|Strategic,demo4,0,0,1,
Ho Chi Minh Tech -- Engineering Board License,Demo,EMEA,high,2026-04-08,1,Upsell,demo1,0,0,0,
Kuala Lumpur Media -- Content Production Board,Prospect,LATAM,medium,2026-04-21,1,Enterprise|Renewal,demo3,0,0,1,
Cebu Software -- 40-Seat Startup Deal,Discovery,ANZ,high,2026-02-26,6,Upsell|Strategic,,0,0,2,
Bali Tourism -- Resort Management Board,Prospect,UK & Ireland,urgent,,1,SMB,demo2,0,0,2,
Hanoi Manufacturing -- Factory Kanban Board,Qualified,DACH,urgent,2026-03-21,6,,demo4,0,0,0,
Phnom Penh NGO -- Program Operations Board,Demo,Nordics,medium,2026-04-20,5,,demo1,0,0,1,
Tokyo Electronics -- 500-Seat Enterprise Deal,Discovery,Middle East,low,2026-03-22,5,SMB|Renewal,demo3,0,0,0,
Seoul Gaming -- Sprint Board License,Negotiation,Southeast Asia,low,2026-04-05,6,Enterprise,,0,0,2,
Osaka Manufacturing -- Quality Board Package,Discovery,Japan & Korea,medium,2026-03-16,2,Renewal,demo2,0,0,0,
Busan Shipping -- Fleet Operations Board,Qualified,North America,urgent,2026-04-11,4,,demo4,0,0,0,
Kyoto Pharmaceuticals -- Drug Pipeline Board,Proposal Sent,APAC,high,2026-04-23,5,,demo1,0,0,0,
Incheon Logistics -- Airport Operations License,Closed Won,EMEA,high,2026-03-31,4,SMB,demo3,0,0,0,
Nagoya Automotive -- Production Kanban 300 Seats,Proposal Sent,LATAM,high,2026-04-06,2,Enterprise|Renewal,,0,0,1,
Daegu Retail -- Store Operations Board,Qualified,ANZ,medium,2026-02-20,2,SMB|Upsell,demo2,0,0,1,
Fukuoka Software -- Engineering Board 80 Seats,Proposal Sent,UK & Ireland,low,2026-03-06,3,Upsell|Enterprise,demo4,0,0,1,
Jeju Tourism -- Guest Experience Board,Qualified,DACH,medium,,7,Renewal,demo1,0,0,2,
