title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
TKT-6025: Card search does not match checklist item text,Awaiting Customer,Apex Retail Group,medium,2026-04-16,7,"Security,Feature Request",demo2,2,2,2,
TKT-6029: Request — API endpoint for bulk card creation,New,FinEdge Ltd,low,2026-04-23,6,Security,demo4,0,0,0,
TKT-6033: Board duplication loses label colors,New,BlueSky Health,urgent,2026-03-16,5,,demo1,4,1,2,
TKT-6037: Notification email subject line truncated at 80 characters,Awaiting Customer,Mosaic Creative,urgent,2026-03-11,1,"Performance,Feature Request",demo3,4,0,0,
TKT-7001: Compliance export PDF formatting broken on A3 paper size,New,Global Freight Co,urgent,2026-03-03,6,,,0,0,0,
TKT-7005: SSO session timeout too aggressive for long review sessions,Investigating,Pinnacle Finance,high,2026-04-07,7,Security,demo2,0,0,2,
TKT-7009: Card comment edit history not available via API,New,Redwood Agency,urgent,,2,"Billing,Bug",demo4,0,0,2,
TKT-7013: Request — board-level audit log filtering by date range,Escalated,Atlas Logistics BV,medium,2026-03-01,8,Bug,demo1,5,3,0,
TKT-7017: Webhook payload missing card weight field,Triaged,Vertex Media,medium,2026-03-31,5,Bug,demo3,4,3,2,
TKT-7021: Board settings save button disabled after label delete,Closed,Ironside Manufacturing,medium,2026-04-15,2,Bug,,4,0,1,
TKT-7025: Request — mandatory card fields per column,Investigating,TechNova Inc,high,2026-03-04,7,"Feature Request,Bug",demo2,0,0,1,
TKT-7029: Activity export CSV date format inconsistent with ISO 8601,Investigating,Apex Retail Group,medium,2026-03-02,4,Feature Request,demo4,0,0,0,
TKT-7033: Card description character limit not documented in API docs,Awaiting Customer,FinEdge Ltd,urgent,,1,,demo1,0,0,1,
TKT-7037: Request — two-person approval for card movement to final column,Triaged,BlueSky Health,low,,4,Feature Request,demo3,0,0,1,
TKT-8001: Board sharing link expiry not configurable,New,Mosaic Creative,urgent,,7,Security,,0,0,0,
TKT-8005: Card due date not showing in board calendar view,New,Global Freight Co,low,2026-03-12,1,,demo2,0,0,2,
TKT-8009: Swimlane notes field truncated in board settings modal,Escalated,Pinnacle Finance,low,2026-04-22,3,"Bug,Feature Request",demo4,0,0,2,
TKT-8013: Request — card time tracking integration,Escalated,Redwood Agency,high,,4,Security,demo1,2,1,0,
TKT-8017: Label delete confirmation dialog missing,Triaged,Atlas Logistics BV,medium,2026-03-18,3,"Bug,Performance",demo3,5,2,0,
TKT-8021: Board export JSON schema undocumented,Triaged,Vertex Media,medium,2026-02-26,2,Bug,,0,0,1,
TKT-8025: Card comment notification arrives 10 minutes late,Investigating,Ironside Manufacturing,medium,2026-02-17,7,Security,demo2,0,0,1,
TKT-8029: Request — board templates marketplace,New,TechNova Inc,high,,3,Security,demo4,5,3,2,
TKT-8033: Mobile web: card detail modal does not scroll on iOS,Escalated,Apex Retail Group,medium,2026-04-06,1,"Bug,Billing",demo1,5,3,1,
TKT-8037: Request — Slack notification for card due date,Escalated,FinEdge Ltd,medium,2026-02-23,2,"Bug,Performance",demo3,0,0,0,
TKT-9001: Board load slow during EU business hours peak,Triaged,BlueSky Health,medium,,7,"Billing,Security",,2,0,1,
TKT-9005: GDPR data export missing card comment attachments,Triaged,Mosaic Creative,low,2026-03-11,8,"Bug,Performance",demo2,4,1,1,
TKT-9009: Swimlane position reset after board duplicate,Triaged,Global Freight Co,medium,2026-04-05,8,Bug,demo4,0,0,0,
TKT-9013: Request — multi-language card title support validation,Triaged,Pinnacle Finance,low,2026-03-13,3,"Billing,Bug",demo1,0,0,1,
TKT-9017: Card movement via API not triggering webhook,Triaged,Redwood Agency,high,2026-03-01,2,,demo3,0,0,1,
TKT-9021: Board member invite email landing in spam (DKIM issue),Triaged,Atlas Logistics BV,high,2026-04-04,8,"Feature Request,Billing",,3,1,2,
TKT-9025: Column color not visible in high-contrast mode,New,Vertex Media,medium,2026-04-07,4,Performance,demo2,0,0,0,
TKT-9029: Request — board access audit report for GDPR compliance,Escalated,Ironside Manufacturing,medium,2026-04-16,6,,demo4,0,0,1,
TKT-9033: CSV import timeout on files over 5 MB,Awaiting Customer,TechNova Inc,low,,5,"Performance,Billing",demo1,0,0,0,
TKT-9037: Card checklist reorder not persisting,Closed,Apex Retail Group,low,2026-03-15,5,Feature Request,demo3,0,0,0,
TKT-10001: Board activity feed missing card label change events,Investigating,FinEdge Ltd,urgent,,3,"Billing,Bug",,0,0,1,
TKT-10005: Request — card dependencies and blocking visualization,Escalated,BlueSky Health,urgent,,8,Security,demo2,2,2,1,
TKT-10009: Swimlane contact email field validation too strict,Escalated,Mosaic Creative,urgent,,6,Performance,demo4,0,0,1,
TKT-10013: Card search results do not highlight match text,Closed,Global Freight Co,medium,,7,"Billing,Performance",demo1,3,1,0,
TKT-10017: Board settings changes not synced via WebSocket,Escalated,Pinnacle Finance,medium,2026-03-07,7,"Feature Request,Performance",demo3,0,0,0,
TKT-10021: Request — board-level custom fields,Closed,Redwood Agency,medium,,1,"Performance,Feature Request",,0,0,2,
TKT-10025: Notification preferences reset after password change,Investigating,Atlas Logistics BV,medium,2026-02-24,6,"Feature Request,Performance",demo2,0,0,1,
TKT-10029: Card weight field accepts negative values via API,New,Vertex Media,medium,,3,,demo4,0,0,2,
TKT-10033: Request — card aging visualization by column dwell time,Triaged,Ironside Manufacturing,low,,1,"Billing,Bug",demo1,3,1,2,
TKT-10037: Board calendar view does not respect swimlane filter,Awaiting Customer,TechNova Inc,medium,2026-02-25,6,Security,demo3,0,0,0,
TKT-11001: Card title font too small on shop floor tablets,Escalated,Apex Retail Group,medium,2026-03-23,4,"Performance,Security",,4,2,2,
TKT-11005: Board does not work offline on factory floor WiFi dead zones,Escalated,FinEdge Ltd,medium,2026-03-18,2,"Feature Request,Billing",demo2,0,0,2,
TKT-11009: Request — barcode scan to open card on mobile,Triaged,BlueSky Health,urgent,2026-02-20,3,Bug,demo4,0,0,0,
TKT-11013: Column header wraps incorrectly on narrow tablet screens,Investigating,Mosaic Creative,urgent,2026-04-24,1,,demo1,0,0,2,
TKT-11017: Card due date notification not sent for unassigned cards,New,Global Freight Co,urgent,,3,"Feature Request,Performance",demo3,0,0,0,
TKT-11021: Board invitation QR code too small to scan,New,Pinnacle Finance,medium,2026-04-09,4,,,0,0,0,
TKT-11025: Request — simplified card view for non-technical users,Triaged,Redwood Agency,high,,2,"Performance,Billing",demo2,0,0,1,
TKT-11029: Swimlane collapse all button not working,Awaiting Customer,Atlas Logistics BV,urgent,2026-04-07,3,Bug,demo4,0,0,2,
TKT-11033: Card attachment upload fails on files with spaces in name,Investigating,Vertex Media,medium,2026-04-14,1,"Feature Request,Security",demo1,4,2,2,
TKT-11037: Request — read-only board view for TV dashboards,Triaged,Ironside Manufacturing,high,2026-03-26,5,Feature Request,demo3,0,0,0,
