title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
Mandatory 2FA for site admins,In Build,Mobile App,medium,,6,UX|Platform,demo1,0,0,0,
Content Security Policy headers,Prioritized,Core Platform,medium,2026-03-27,7,Core,demo3,0,0,2,
Data residency region selector,Scoped,Integrations,medium,,3,Platform,,0,0,0,
Session management dashboard for admins,Scoped,Analytics,medium,2026-03-15,6,,demo2,0,0,0,
IP allowlisting for board access,Monitoring,Compliance & Security,high,,2,Platform,demo4,0,0,1,
Encrypted card attachments at rest,Beta,Collaboration,urgent,2026-04-28,8,Compliance,demo1,0,0,0,
Compliance export with chain-of-custody metadata,Validated,Import & Export,medium,,6,Platform|UX,demo3,0,0,2,
Role-based API key scoping,In Build,Automation,high,,1,Compliance,,0,0,2,
Automated vulnerability disclosure page,Launched,Admin & Settings,medium,2026-02-23,3,Compliance|UX,demo2,0,0,2,
Password policy enforcement for local accounts,Scoped,Search & Discovery,medium,2026-03-18,2,UX,demo4,0,0,1,
Real-time card editing with conflict resolution,Idea,Mobile App,low,2026-04-23,4,UX|AI / ML,demo1,0,0,0,
@mention autocomplete in card comments,Beta,Core Platform,medium,,3,,demo3,0,0,0,
Thread replies on card comments,Launched,Integrations,low,,5,,,0,0,2,
Card watchers with selective notifications,Monitoring,Analytics,medium,,4,Compliance,demo2,0,0,1,
Board-level announcement banner,Scoped,Compliance & Security,high,2026-03-30,6,Compliance|UX,demo4,0,0,0,
Emoji reactions on card comments,Scoped,Collaboration,high,,7,,demo1,0,0,1,
Shared board templates marketplace,Prioritized,Import & Export,medium,2026-04-03,5,AI / ML|Core,demo3,0,0,1,
Guest access with time-limited invites,Beta,Automation,medium,2026-02-27,3,Core|Compliance,,0,0,0,
Activity digest email -- daily summary,Validated,Admin & Settings,medium,2026-04-14,3,AI / ML|Platform,demo2,0,0,0,
Inline image paste in card description,Scoped,Search & Discovery,low,,8,AI / ML|Platform,demo4,0,0,0,
Card handoff protocol between swimlanes,Beta,Mobile App,medium,2026-02-18,2,UX|AI / ML,demo1,0,0,0,
Team presence indicators on board view,Validated,Core Platform,high,2026-02-18,4,,demo3,0,0,2,
Trello board importer,Validated,Integrations,low,2026-02-22,8,Platform|Compliance,,0,0,2,
Asana project importer,Validated,Analytics,low,2026-03-07,5,Platform|Core,demo2,0,0,2,
Monday.com board importer,Validated,Compliance & Security,low,,4,AI / ML,demo4,0,0,0,
Board export to PDF with layout preservation,Launched,Collaboration,medium,2026-04-10,1,Compliance,demo1,0,0,0,
Bulk card export with movement history,Scoped,Import & Export,medium,2026-02-15,7,UX,demo3,0,0,0,
API bulk create endpoint for programmatic imports,Idea,Automation,low,,3,Compliance,,0,0,0,
Scheduled automatic board backup to S3,Scoped,Admin & Settings,high,2026-03-11,7,,demo2,0,0,2,
Board archive export as ZIP with attachments,Scoped,Search & Discovery,low,,7,Core|Platform,demo4,0,0,0,
Cross-board card migration tool,Monitoring,Mobile App,high,2026-03-07,6,,demo1,0,0,1,
Import validation report with error details,Prioritized,Core Platform,high,2026-03-14,1,UX,demo3,0,0,0,
Export board as static HTML for sharing,Monitoring,Integrations,medium,,6,Core|Compliance,,0,0,1,
Migration dry-run mode with preview,Scoped,Analytics,medium,2026-03-16,4,AI / ML|UX,demo2,0,0,0,
Auto-move card when all checklist items checked,Validated,Compliance & Security,medium,2026-03-07,4,Compliance,demo4,0,0,1,
Auto-assign based on swimlane routing rules,Validated,Collaboration,medium,2026-04-27,8,,demo1,0,0,0,
Scheduled card creation for recurring tasks,Prioritized,Import & Export,urgent,2026-02-23,5,AI / ML,demo3,0,0,2,
SLA timer with automatic escalation column move,Prioritized,Automation,medium,2026-03-02,8,Core,,0,0,2,
Auto-archive cards after 30 days in Done column,Validated,Admin & Settings,urgent,2026-03-17,6,UX|Core,demo2,0,0,0,
Trigger webhook on card field change,Beta,Search & Discovery,medium,2026-03-31,1,UX,demo4,0,0,0,
Auto-label based on card title keywords,Validated,Mobile App,medium,2026-03-05,1,Compliance,demo1,0,0,2,
Due date auto-set based on column entry,Scoped,Core Platform,medium,,2,Platform|UX,demo3,0,0,0,
Card priority auto-escalation as due date approaches,Scoped,Integrations,medium,2026-03-06,8,Compliance,,0,0,0,
Auto-notify assignee when card enters Review column,Beta,Analytics,medium,2026-03-08,3,AI / ML,demo2,0,0,1,
Rule builder UI for custom automation workflows,Idea,Compliance & Security,medium,,4,Compliance|Core,demo4,0,0,2,
Automation audit log with undo capability,Idea,Collaboration,low,2026-04-15,8,Core,demo1,0,0,2,
Board-level permission templates,Prioritized,Import & Export,medium,2026-03-28,6,,demo3,0,0,0,
User provisioning via SCIM,Scoped,Automation,low,,6,,,0,0,0,
Custom domain for self-hosted instances,Prioritized,Admin & Settings,medium,2026-02-13,6,Core|UX,demo2,0,0,2,
Billing dashboard with seat usage analytics,Prioritized,Search & Discovery,medium,,2,AI / ML|Platform,demo4,0,0,0,
Admin audit log with search and export,Beta,Mobile App,urgent,,1,UX,demo1,0,0,0,
Board archival policy with auto-archive after inactivity,Monitoring,Core Platform,medium,2026-04-11,2,Platform,demo3,0,0,0,
Global notification settings override for admins,Scoped,Integrations,medium,,4,Core|Platform,,0,0,0,
Customizable card detail layout per board,Prioritized,Analytics,urgent,2026-03-13,2,Compliance|AI / ML,demo2,0,0,1,
Site-wide announcement system for maintenance windows,Idea,Compliance & Security,medium,,4,AI / ML,demo4,0,0,0,
User deactivation with data reassignment workflow,Beta,Collaboration,urgent,2026-04-29,4,AI / ML,demo1,0,0,2,
Multi-tenant isolation for managed hosting,In Build,Import & Export,medium,,1,AI / ML|Core,demo3,0,0,0,
Admin dashboard: system health and usage overview,Validated,Automation,high,2026-03-07,8,Platform|Core,,0,0,2,
Full-text search across all boards and cards,Prioritized,Admin & Settings,medium,2026-03-09,7,AI / ML|Core,demo2,0,0,0,
Saved filter views per board,Prioritized,Search & Discovery,medium,2026-04-10,8,Platform,demo4,0,0,0,
Cross-board card search with unified results,Prioritized,Mobile App,urgent,2026-02-20,2,Platform|Core,demo1,0,0,1,
Search by card movement history,Beta,Core Platform,urgent,2026-02-24,8,,demo3,0,0,2,
Filter cards by assignee across all boards,Idea,Integrations,medium,2026-04-19,4,UX|Core,,0,0,2,
Smart suggestions: recently viewed cards,Validated,Analytics,medium,2026-04-22,3,Compliance,demo2,0,0,2,
Search within card comments and checklists,In Build,Compliance & Security,urgent,2026-03-11,2,Core,demo4,0,0,0,
Keyboard-driven command palette for navigation,Validated,Collaboration,medium,2026-03-05,2,Core,demo1,0,0,2,
Saved search alerts with email notifications,Validated,Import & Export,low,,5,Platform|Compliance,demo3,0,0,2,
Board directory with search and categorization,In Build,Automation,high,,4,UX,,0,0,1,
Tag-based card grouping across swimlanes,Validated,Admin & Settings,medium,2026-04-08,2,Compliance|Platform,demo2,0,0,2,
AI-powered search with natural language queries,Validated,Search & Discovery,high,,4,Compliance,demo4,0,0,2,
