title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
HIPAA BAA — BlueSky Health business associate agreement,Under Review,Tax & Finance,medium,,6,"Urgent,Contract",demo2,0,0,0,
PCI-DSS self-assessment questionnaire — annual filing,Needs Clarification,Contracts & Procurement,medium,,8,"Compliance,Policy",demo4,4,2,0,
SOC 2 bridge letter for enterprise prospect,Approved,Employment Law,urgent,2026-03-07,3,Contract,demo1,0,0,2,
CCPA consumer request process audit,Submitted,Intellectual Property,urgent,2026-03-14,4,Policy,demo3,0,0,0,
ISO 27001 gap analysis — certification roadmap,Archived,Data Privacy (GDPR),low,,6,Compliance,,2,1,0,
FedRAMP authorization — preliminary assessment,Needs Clarification,Regulatory Compliance,medium,2026-04-20,7,"Policy,Urgent",demo2,0,0,0,
Accessibility compliance — VPAT documentation update,Archived,Corporate Governance,medium,2026-04-10,5,Contract,demo4,3,2,0,
Export control screening — new customer onboarding,Needs Clarification,Litigation Management,urgent,,3,Policy,demo1,3,1,2,
Anti-money laundering review — payment flow assessment,Needs Clarification,Insurance & Risk,medium,2026-04-22,3,"OSS,Contract",demo3,0,0,1,
DORA compliance assessment — EU digital resilience,Needs Clarification,Real Estate & Leases,medium,,6,"Urgent,Policy",,2,0,0,
Industry-specific compliance — healthcare customer review,Needs Clarification,Tax & Finance,medium,2026-04-24,4,"Contract,Policy",demo2,0,0,0,
Board meeting preparation — Q2 2026 materials,Needs Clarification,Contracts & Procurement,medium,2026-03-12,4,OSS,demo4,0,0,0,
Shareholder agreement amendment — new investor round,Archived,Employment Law,low,2026-03-07,3,Urgent,demo1,0,0,0,
Corporate annual report filing — state of Delaware,Approved,Intellectual Property,urgent,2026-04-28,2,OSS,demo3,0,0,1,
Board resolution — approve Series B term sheet,Needs Clarification,Data Privacy (GDPR),medium,,4,"Compliance,Urgent",,5,3,0,
Subsidiary formation — EU operating entity,Approved,Regulatory Compliance,high,,2,"OSS,Urgent",demo2,3,2,2,
Capitalization table update — post-funding round,Needs Clarification,Corporate Governance,urgent,2026-04-28,4,Contract,demo4,4,3,0,
Insider trading policy — quarterly blackout reminder,Needs Clarification,Litigation Management,medium,2026-04-18,8,Compliance,demo1,0,0,1,
Board observer rights agreement — investor request,Under Review,Insurance & Risk,low,,1,"Compliance,Policy",demo3,0,0,0,
Corporate bylaws amendment — committee structure,Approved,Real Estate & Leases,urgent,,6,Compliance,,0,0,1,
Annual meeting minutes — shareholder vote documentation,Denied,Tax & Finance,urgent,2026-03-04,3,"Contract,OSS",demo2,5,1,0,
Stock option pool expansion — board approval,Needs Clarification,Contracts & Procurement,high,,3,Policy,demo4,3,2,0,
Related party transaction disclosure — annual review,Approved,Employment Law,low,2026-04-02,7,Contract,demo1,2,0,0,
Demand letter response — former contractor IP claim,Approved,Intellectual Property,medium,2026-03-12,1,Urgent,demo3,3,1,0,
Settlement negotiation — customer data dispute,Submitted,Data Privacy (GDPR),urgent,,3,"Contract,Urgent",,0,0,2,
Patent infringement claim — defensive analysis,Submitted,Regulatory Compliance,medium,2026-02-15,4,"Compliance,Urgent",demo2,0,0,1,
Employment discrimination complaint — EEOC response,Needs Clarification,Corporate Governance,medium,,8,,demo4,0,0,2,
Breach of contract claim — vendor non-performance,Under Review,Litigation Management,medium,2026-04-23,6,Policy,demo1,0,0,1,
Class action assessment — consumer data privacy suit,Submitted,Insurance & Risk,medium,,7,Urgent,demo3,5,2,1,
Arbitration preparation — licensing fee dispute,Denied,Real Estate & Leases,high,2026-02-26,6,Contract,,4,2,2,
Litigation hold notice — preserve relevant documents,Submitted,Tax & Finance,medium,2026-03-29,6,Policy,demo2,2,2,1,
Expert witness engagement — damages calculation,Submitted,Contracts & Procurement,medium,2026-04-06,4,"Compliance,Contract",demo4,0,0,1,
Court filing deadline — motion to dismiss brief,Needs Clarification,Employment Law,urgent,,6,OSS,demo1,2,2,2,
Mediation scheduling — customer contract dispute,Needs Clarification,Intellectual Property,medium,2026-02-19,5,"Urgent,Compliance",demo3,5,2,2,
Insurance claim submission — D&O coverage trigger,Under Review,Data Privacy (GDPR),high,2026-03-10,4,Urgent,,0,0,0,
Cyber liability policy renewal — annual review,Denied,Regulatory Compliance,medium,,2,OSS,demo2,3,3,2,
D&O insurance — coverage increase for Series B,Approved,Corporate Governance,low,2026-04-16,8,"Contract,OSS",demo4,0,0,1,
E&O policy review — professional services coverage,Submitted,Litigation Management,high,2026-03-19,1,Compliance,demo1,0,0,1,
General liability certificate — landlord requirement,Needs Clarification,Insurance & Risk,high,,7,"Policy,Contract",demo3,5,2,1,
Workers compensation audit — annual premium review,Needs Clarification,Real Estate & Leases,medium,2026-03-07,6,OSS,,0,0,1,
Risk assessment matrix — quarterly update,Approved,Tax & Finance,low,,5,"Policy,Contract",demo2,2,0,1,
Business interruption coverage — pandemic clause review,Denied,Contracts & Procurement,high,2026-02-16,5,Policy,demo4,5,0,1,
Umbrella policy renewal — excess liability limits,Denied,Employment Law,medium,2026-03-05,2,"OSS,Policy",demo1,0,0,2,
Vendor insurance certificate verification — top 10,Submitted,Intellectual Property,low,2026-02-18,7,"Contract,Policy",demo3,0,0,1,
Cyber insurance claim — credential stuffing incident,Under Review,Data Privacy (GDPR),urgent,2026-02-23,3,"OSS,Compliance",,0,0,2,
Key person insurance evaluation — CEO and CTO,Approved,Regulatory Compliance,medium,2026-04-15,1,"Policy,Contract",demo2,2,2,1,
Travel insurance policy — international employee coverage,Under Review,Corporate Governance,urgent,2026-04-25,4,"Compliance,Contract",demo4,0,0,2,
SF office lease renewal — December 2027 expiry planning,Archived,Litigation Management,high,2026-04-02,7,"OSS,Urgent",demo1,5,3,1,
Co-working space agreement — NYC satellite office,Under Review,Insurance & Risk,high,2026-04-18,4,"OSS,Policy",demo3,0,0,0,
Lease amendment — SF office expansion (floor 3),Submitted,Real Estate & Leases,medium,2026-03-04,8,Urgent,,2,1,1,
Sublease review — vacating unused office space,Needs Clarification,Tax & Finance,medium,,4,Policy,demo2,5,2,0,
Office build-out approval — landlord consent request,Archived,Contracts & Procurement,medium,,5,"Policy,Compliance",demo4,2,0,0,
Property tax assessment appeal — SF office,Under Review,Employment Law,urgent,2026-04-05,2,"Contract,Policy",demo1,0,0,1,
Maintenance responsibility matrix — landlord vs tenant,Archived,Intellectual Property,high,2026-04-05,8,,demo3,4,0,0,
Parking agreement amendment — additional spaces,Archived,Data Privacy (GDPR),high,2026-03-18,7,OSS,,5,1,0,
Security deposit return — closed Portland office,Submitted,Regulatory Compliance,low,2026-03-08,1,,demo2,0,0,0,
ADA compliance audit — office accessibility review,Under Review,Corporate Governance,medium,,1,Urgent,demo4,2,0,2,
Lease abstract preparation — portfolio summary,Submitted,Litigation Management,high,2026-04-01,1,Contract,demo1,4,1,2,
Remote office stipend policy — home office reimbursement,Under Review,Insurance & Risk,medium,2026-02-14,5,"Urgent,OSS",demo3,2,1,1,
R&D tax credit filing — federal and California,Approved,Real Estate & Leases,low,2026-03-16,6,"Urgent,Policy",,0,0,2,
Sales tax nexus analysis — new state registrations,Under Review,Tax & Finance,medium,2026-03-29,4,,demo2,5,2,0,
Transfer pricing documentation — intercompany transactions,Needs Clarification,Contracts & Procurement,medium,2026-03-25,2,Contract,demo4,2,0,0,
Quarterly estimated tax payment — Q2 2026,Under Review,Employment Law,urgent,2026-04-03,1,Contract,demo1,0,0,2,
Tax provision review — ASC 740 compliance,Submitted,Intellectual Property,low,2026-03-30,8,,demo3,0,0,0,
State income tax filing — multi-state apportionment,Under Review,Data Privacy (GDPR),medium,,7,Urgent,,2,2,0,
International tax structure — EU subsidiary setup,Denied,Regulatory Compliance,medium,2026-03-29,7,,demo2,0,0,2,
Audit defense preparation — IRS notice received,Archived,Corporate Governance,medium,2026-02-28,4,"Compliance,OSS",demo4,5,2,1,
Revenue recognition review — ASC 606 compliance,Under Review,Litigation Management,high,2026-04-16,2,"Policy,OSS",demo1,0,0,0,
Tax impact analysis — equity compensation plans,Needs Clarification,Insurance & Risk,medium,2026-02-16,4,,demo3,0,0,1,
Property tax filing — business personal property,Under Review,Real Estate & Leases,low,2026-02-20,2,"Policy,Contract",,3,1,1,
Withholding tax review — international contractor payments,Denied,Tax & Finance,low,2026-02-26,2,"Urgent,OSS",demo2,0,0,1,
