title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
Edge function for A/B testing header injection,In Progress,DNS & Networking,low,,3,,demo3,0,0,0,
Custom error page — branded 502 and 503 pages,Assigned,Disaster Recovery,high,2026-03-06,5,Capacity,,0,0,2,
Origin failover configuration — multi-region,Assigned,Production Kubernetes,urgent,2026-03-21,3,Change|Incident,demo2,0,0,2,
Cache-Control header audit — static assets,Testing,CI/CD Pipeline,urgent,2026-04-19,5,Security|Change,demo4,0,0,0,
Brotli compression enablement — reduce payload sizes,Testing,Database Cluster,medium,2026-03-04,3,Capacity,demo1,0,0,2,
Real user monitoring (RUM) integration at edge,Change Window,CDN & Edge,high,2026-03-15,8,Capacity,demo3,0,0,1,
Geographic restriction policy for sanctioned regions,Assigned,Monitoring Stack,medium,2026-02-21,1,Security|Change,,0,0,2,
SSL/TLS certificate auto-renewal validation,Change Window,Security Infrastructure,high,,7,Incident,demo2,0,0,2,
CDN access logging — ship to S3 for analysis,Triaged,Staging Environment,medium,2026-04-17,5,,demo4,0,0,1,
Edge function — bot detection and rate limiting,Testing,Data Pipeline,urgent,2026-03-28,1,Change,demo1,0,0,2,
Prometheus cardinality explosion — label cleanup,Assigned,DNS & Networking,medium,2026-02-21,8,,demo3,0,0,1,
Grafana dashboard standardization — golden signals,Triaged,Disaster Recovery,medium,2026-02-17,4,Security|Improve,,0,0,2,
PagerDuty escalation policy review — update on-call rotation,In Progress,Production Kubernetes,high,,5,Security,demo2,0,0,2,
Jaeger trace sampling rate adjustment,Testing,CI/CD Pipeline,medium,2026-03-10,1,Improve,demo4,0,0,0,
Alert fatigue audit — suppress low-signal alerts,Reported,Database Cluster,medium,,5,Improve|Security,demo1,0,0,0,
SLO dashboard — error budget burn rate,Change Window,CDN & Edge,low,,2,Change|Incident,demo3,0,0,2,
Log aggregation — Loki deployment and configuration,Assigned,Monitoring Stack,low,2026-02-24,6,Capacity,,0,0,0,
Synthetic monitoring — uptime checks for critical endpoints,Deployed,Security Infrastructure,high,,2,,demo2,0,0,2,
Custom Prometheus exporter for board creation metrics,Triaged,Staging Environment,high,2026-04-29,2,,demo4,0,0,0,
Alertmanager routing rules — per-team notification channels,Deployed,Data Pipeline,urgent,2026-04-12,7,Change|Incident,demo1,0,0,1,
Grafana Terraform provider — dashboards as code,Reported,DNS & Networking,urgent,2026-04-20,2,Security|Improve,demo3,0,0,1,
Distributed tracing — add span for WebSocket connections,Testing,Disaster Recovery,medium,2026-04-02,3,Incident|Improve,,0,0,0,
Vault secret rotation — database credentials,Testing,Production Kubernetes,urgent,2026-02-27,2,,demo2,0,0,1,
Falco runtime detection rules — update for EKS 1.29,Triaged,CI/CD Pipeline,urgent,2026-02-19,5,Capacity,demo4,0,0,0,
Trivy image scanning — add to nightly job,In Progress,Database Cluster,high,2026-02-25,7,Improve,demo1,0,0,2,
Network policy enforcement — deny-all default,Reported,CDN & Edge,high,2026-04-15,1,Security|Incident,demo3,0,0,1,
IAM role audit — remove stale service accounts,Testing,Monitoring Stack,medium,2026-04-19,4,,,0,0,0,
OIDC federation for CI/CD — eliminate long-lived keys,Assigned,Security Infrastructure,medium,2026-04-29,7,,demo2,0,0,1,
Security group audit — close unused ports,Testing,Staging Environment,high,2026-04-28,2,,demo4,0,0,0,
Encryption key rotation — KMS annual rotation,Triaged,Data Pipeline,medium,2026-02-27,1,Incident,demo1,0,0,2,
Container runtime security — Seccomp profile enforcement,Assigned,DNS & Networking,medium,2026-04-20,5,Change,demo3,0,0,1,
SSH bastion host hardening — jump server audit,In Progress,Disaster Recovery,medium,2026-03-21,3,Security,,0,0,1,
Audit log shipping to SIEM — CloudTrail to Splunk,Assigned,Production Kubernetes,high,2026-03-10,5,,demo2,0,0,2,
Dependency vulnerability triage — critical CVEs,Change Window,CI/CD Pipeline,high,2026-03-13,3,Capacity|Improve,demo4,0,0,2,
Staging seed data refresh — automate nightly reset,In Progress,Database Cluster,low,2026-03-21,5,,demo1,0,0,0,
Staging SSL certificate expired — auto-renewal fix,In Progress,CDN & Edge,high,2026-04-21,3,Change,demo3,0,0,2,
Scale staging to 1/2 production for load testing,Triaged,Monitoring Stack,low,,7,Capacity|Change,,0,0,0,
Staging database anonymization — PII masking script,Verified,Security Infrastructure,high,2026-02-25,7,Change,demo2,0,0,1,
Feature flag service deployment — staging environment,Change Window,Staging Environment,medium,2026-04-22,2,Change|Capacity,demo4,0,0,1,
Staging environment access control — RBAC review,Reported,Data Pipeline,high,2026-03-20,8,,demo1,0,0,0,
Staging to production drift detection — Terraform plan,Change Window,DNS & Networking,low,2026-03-20,3,Security,demo3,0,0,2,
Automated smoke tests — post-deploy verification,Testing,Disaster Recovery,high,2026-04-08,6,,,0,0,1,
Staging cost optimization — schedule shutdown overnight,Verified,Production Kubernetes,high,2026-03-20,4,Change,demo2,0,0,0,
Mirror production traffic to staging — shadow mode,Triaged,CI/CD Pipeline,medium,2026-03-22,8,Change|Capacity,demo4,0,0,1,
Staging monitoring — separate Grafana workspace,Reported,Database Cluster,medium,2026-04-07,2,Change,demo1,0,0,0,
Staging DNS — wildcard certificate setup,Deployed,CDN & Edge,high,,8,Security,demo3,0,0,0,
Airflow DAG failure — Snowflake ingestion timeout,Change Window,Monitoring Stack,medium,2026-03-12,1,Security|Capacity,,0,0,0,
dbt model performance — optimize card_movements mart,Reported,Security Infrastructure,high,2026-02-19,4,Capacity,demo2,0,0,0,
Data freshness SLO — alert on stale tables,Testing,Staging Environment,high,,1,Change,demo4,0,0,2,
Airflow 2.8 upgrade — new scheduler architecture,Triaged,Data Pipeline,high,2026-03-07,1,Change,demo1,0,0,1,
S3 event notification — trigger pipeline on upload,Testing,DNS & Networking,low,2026-04-23,2,Security|Change,demo3,0,0,0,
Data quality checks — Great Expectations integration,Assigned,Disaster Recovery,low,,1,Incident,,0,0,2,
Backfill pipeline — historical card movement data,Verified,Production Kubernetes,medium,2026-02-27,5,Change|Incident,demo2,0,0,2,
Pipeline observability — Airflow metrics to Prometheus,Triaged,CI/CD Pipeline,urgent,,1,Incident|Security,demo4,0,0,1,
Cost allocation tags — Snowflake credit tracking per team,Deployed,Database Cluster,medium,2026-03-28,2,Capacity|Change,demo1,0,0,1,
Reverse ETL — Salesforce account sync pipeline,Change Window,CDN & Edge,high,2026-03-26,6,Improve|Change,demo3,0,0,1,
Data retention policy — archive tables older than 2 years,Testing,Monitoring Stack,low,2026-03-15,7,Capacity|Improve,,0,0,1,
Pipeline idempotency audit — prevent duplicate processing,Reported,Security Infrastructure,urgent,2026-02-28,7,Capacity,demo2,0,0,0,
Route 53 health check — failover to secondary region,Triaged,Staging Environment,high,2026-03-07,8,Capacity,demo4,0,0,0,
VPC peering — new analytics account connection,Testing,Data Pipeline,medium,,5,Incident,demo1,0,0,2,
Transit Gateway route table cleanup — stale entries,Change Window,DNS & Networking,low,2026-03-14,6,Improve,demo3,0,0,2,
DNS TTL audit — reduce for critical services,Deployed,Disaster Recovery,low,,2,Improve,,0,0,0,
Private hosted zone — internal service discovery,Triaged,Production Kubernetes,medium,2026-03-30,4,,demo2,0,0,1,
Network ACL review — remove permissive rules,Testing,CI/CD Pipeline,medium,2026-02-24,4,Security,demo4,0,0,0,
IPv6 enablement — dual-stack VPC configuration,Reported,Database Cluster,medium,,2,,demo1,0,0,0,
Direct Connect monitoring — latency and packet loss,In Progress,CDN & Edge,urgent,,7,Capacity|Incident,demo3,0,0,1,
DNS record audit — remove orphaned entries,Assigned,Monitoring Stack,high,,5,Security,,0,0,0,
Subnet CIDR planning — allocate for new services,Testing,Security Infrastructure,medium,2026-03-29,3,,demo2,0,0,2,
Network flow logs — enable and ship to S3,In Progress,Staging Environment,urgent,2026-03-02,7,Change,demo4,0,0,1,
Internal DNS resolution — CoreDNS caching optimization,Assigned,Data Pipeline,medium,2026-02-24,5,,demo1,0,0,0,
Cross-region failover drill — Q2 exercise,Assigned,DNS & Networking,high,2026-02-18,6,Change|Security,demo3,0,0,1,
RDS cross-region replica promotion test,Triaged,Disaster Recovery,medium,2026-02-15,1,,,0,0,1,
S3 cross-region replication lag monitoring,Assigned,Production Kubernetes,high,2026-02-16,7,Incident|Improve,demo2,0,0,1,
DR runbook update — new services added since Q1,Deployed,CI/CD Pipeline,medium,2026-04-09,3,Security,demo4,0,0,1,
Backup verification — restore to isolated environment,Verified,Database Cluster,urgent,2026-02-18,2,Capacity,demo1,0,0,0,
RPO validation — measure actual replication lag,Assigned,CDN & Edge,medium,2026-04-24,3,Change,demo3,0,0,0,
DR environment cost audit — optimize standby resources,Triaged,Monitoring Stack,low,2026-04-11,1,Capacity,,0,0,0,
Automated failover trigger — Route 53 health checks,In Progress,Security Infrastructure,medium,2026-03-06,7,Capacity|Security,demo2,0,0,0,
Communication plan update — incident notification tree,Change Window,Staging Environment,high,2026-04-12,2,,demo4,0,0,1,
DR documentation — architecture diagrams refresh,Reported,Data Pipeline,urgent,,4,Security,demo1,0,0,1,
Chaos engineering — random pod termination drill,Testing,DNS & Networking,high,2026-04-04,2,Incident|Security,demo3,0,0,0,
Business impact analysis — updated service criticality tiers,Assigned,Disaster Recovery,medium,,3,Improve,,0,0,0,
