title,column,swimlane,priority,due_date,weight,labels,assignee,checklist_total,checklist_done,comment_count,description_preview
Coral Bay Digital — SMB health review,Renewal,Strategic Partners,medium,2026-04-14,6,At Risk,demo3,0,0,2,
Dragon Manufacturing — Shop floor adoption push,Adoption,Government & Edu,low,2026-03-06,8,"At Risk,Expansion Opportunity",,0,0,2,
Harbour Fintech — Compliance feature QBR,Onboarding,Healthcare,medium,2026-04-29,2,"Renewal Due,Champion",demo2,0,0,1,
Orient Express Tours — Travel industry template setup,Renewal,Financial Services,medium,,3,Champion,demo4,4,1,0,
Golden Gate Trading — Renewal conversation,Healthy,Startup & SMB,medium,2026-04-19,5,,demo1,0,0,1,
Bamboo Health — HIPAA feature walkthrough,Expansion,Agency & Creative,medium,2026-03-01,3,"At Risk,Expansion Opportunity",demo3,0,0,2,
TechNova Inc — Healthy account maintenance,Expansion,Americas,high,2026-04-02,3,Champion,,3,1,0,
BlueSky Health — Clinical team adoption push,Onboarding,EMEA,urgent,2026-04-25,4,"Champion,Expansion Opportunity",demo2,0,0,2,
Global Freight Co — 300 to 500 seat expansion,Onboarding,APAC,high,2026-04-10,4,,demo4,0,0,0,
Pinnacle Finance — 3-year renewal negotiation,Expansion,Enterprise Accounts,high,,4,Expansion Opportunity,demo1,0,0,0,
Vanguard Logistics — Executive business review,Onboarding,Mid-Market,medium,,2,"Expansion Opportunity,QBR Needed",demo3,4,1,0,
Brightwave Systems — Annual planning alignment,Expansion,Strategic Partners,urgent,2026-04-16,6,"QBR Needed,Champion",,0,0,1,
Redwood Therapeutics — HIPAA compliance review,Healthy,Government & Edu,low,2026-03-12,6,"Champion,Renewal Due",demo2,0,0,0,
Atlas Retail Group — Multi-region rollout support,Churned,Healthcare,low,2026-03-29,8,At Risk,demo4,0,0,1,
Summit Corp — Board governance review,Healthy,Financial Services,medium,2026-04-20,6,"Renewal Due,At Risk",demo1,3,1,1,
Forge Industrial — Custom integration support,Adoption,Startup & SMB,high,,7,,demo3,5,3,1,
NovaGen Enterprise — Data migration assistance,Adoption,Agency & Creative,high,2026-03-25,1,QBR Needed,,2,1,0,
Redwood Agency — Quick-start onboarding,Onboarding,Americas,urgent,2026-02-24,5,"Renewal Due,QBR Needed",demo2,0,0,1,
Ironside Manufacturing — At-risk intervention,Onboarding,EMEA,medium,,5,,demo4,4,2,1,
Skyline Retail — Healthy maintenance,Adoption,APAC,high,,3,QBR Needed,demo1,0,0,1,
Fusion Labs — Post-churn analysis,Renewal,Enterprise Accounts,urgent,,8,Expansion Opportunity,demo3,0,0,1,
Amber Tech — 30-seat adoption sprint,Healthy,Mid-Market,medium,2026-03-15,2,Champion,,5,5,2,
Cobalt Consulting — QBR with VP Engineering,Renewal,Strategic Partners,medium,2026-03-24,8,QBR Needed,demo2,4,0,0,
Marble Studios — Creative workflow onboarding,Expansion,Government & Edu,urgent,2026-04-05,4,,demo4,0,0,2,
Titanium Logistics — Feature depth expansion,Adoption,Healthcare,urgent,2026-03-22,3,Renewal Due,demo1,2,1,1,
Silver Creek Software — Renewal preparation,Churned,Financial Services,low,2026-04-16,4,"Champion,At Risk",demo3,0,0,2,
Jade Marketing — Campaign board enablement,Onboarding,Startup & SMB,high,2026-04-20,5,,,3,1,1,
Obsidian Labs — Trial conversion follow-up,Adoption,Agency & Creative,urgent,2026-04-15,1,Renewal Due,demo2,2,2,1,
CloudBridge Consulting — Partner enablement,Healthy,Americas,medium,,8,"Champion,QBR Needed",demo4,0,0,1,
TechAlliance — Joint success plan review,Healthy,EMEA,medium,2026-04-19,1,,demo1,3,1,0,
IntegrateNow — Integration partner QBR,Expansion,APAC,medium,,4,"Renewal Due,Champion",demo3,5,1,2,
DataSync Partners — Co-sell opportunity review,Adoption,Enterprise Accounts,urgent,,7,,,0,0,1,
FlowState Consulting — Certification program launch,Expansion,Mid-Market,low,2026-03-01,1,,demo2,0,0,0,
Nexus Integrations — Partner portal onboarding,Healthy,Strategic Partners,medium,,7,"Renewal Due,Expansion Opportunity",demo4,0,0,0,
Compass Advisory — Referral pipeline review,Expansion,Government & Edu,high,2026-04-08,3,At Risk,demo1,5,2,0,
Catalyst Tech — Partner expansion planning,Adoption,Healthcare,medium,2026-04-08,5,"QBR Needed,Expansion Opportunity",demo3,0,0,0,
BridgePoint Solutions — Joint customer webinar prep,Healthy,Financial Services,medium,2026-04-25,8,"Expansion Opportunity,QBR Needed",,0,0,0,
SynergyOps — Partner health score review,Healthy,Startup & SMB,medium,,2,"Champion,At Risk",demo2,5,3,1,
State Dept of Education — Procurement onboarding,Adoption,Agency & Creative,high,2026-04-03,7,"QBR Needed,At Risk",demo4,0,0,0,
Metro City Council — Board governance setup,Expansion,Americas,medium,2026-04-20,5,QBR Needed,demo1,2,0,2,
University of Westfield — Academic team adoption,Healthy,EMEA,high,2026-02-21,2,"Expansion Opportunity,QBR Needed",demo3,3,3,2,
Federal Agency X — FedRAMP compliance review,Renewal,APAC,urgent,,5,"QBR Needed,Renewal Due",,0,0,0,
County Health Services — Public health board setup,Churned,Enterprise Accounts,medium,2026-04-29,1,"At Risk,Renewal Due",demo2,0,0,0,
State Transit Authority — Operations board training,Expansion,Mid-Market,medium,,7,,demo4,0,0,2,
National Research Lab — Security review and onboarding,Expansion,Strategic Partners,urgent,2026-04-24,3,"Champion,Expansion Opportunity",demo1,3,1,1,
Public Library System — Digital services board,Onboarding,Government & Edu,low,2026-02-23,8,Renewal Due,demo3,4,2,1,
Regional Hospital Network — Multi-site rollout,Healthy,Healthcare,high,2026-03-29,7,,,0,0,1,
Community College District — Faculty adoption push,Healthy,Financial Services,high,2026-03-11,7,"Expansion Opportunity,QBR Needed",demo2,4,4,0,
MedFirst Clinics — Patient journey board setup,Adoption,Startup & SMB,medium,2026-03-08,3,,demo4,0,0,0,
CarePlus Health — HIPAA compliance walkthrough,Expansion,Agency & Creative,urgent,2026-04-09,7,Renewal Due,demo1,0,0,2,
Regional Medical Center — Clinical ops onboarding,Expansion,Americas,medium,2026-04-26,1,At Risk,demo3,4,2,1,
HealthTech Solutions — Integration enablement,Adoption,EMEA,high,,4,Expansion Opportunity,,5,1,2,
Pacific Wellness Group — Multi-clinic rollout,Adoption,APAC,medium,2026-03-19,7,"Expansion Opportunity,Renewal Due",demo2,0,0,1,
Sunrise Senior Care — Care coordination board,Expansion,Enterprise Accounts,high,,2,"At Risk,QBR Needed",demo4,5,2,0,
Metro Urgent Care — Incident tracking board,Healthy,Mid-Market,medium,2026-03-21,8,QBR Needed,demo1,0,0,2,
Valley Pediatrics — Team adoption review,Churned,Strategic Partners,high,2026-04-23,3,"QBR Needed,Renewal Due",demo3,0,0,0,
Coastal Rehab Centers — Therapy scheduling board,Adoption,Government & Edu,medium,2026-03-14,2,"Renewal Due,Expansion Opportunity",,2,0,2,
Mountain View Hospital — EHR integration planning,Adoption,Healthcare,urgent,2026-03-22,4,"Champion,Renewal Due",demo2,0,0,1,
FinEdge Ltd — SOC 2 audit trail review,Expansion,Financial Services,medium,2026-04-08,4,"Expansion Opportunity,QBR Needed",demo4,0,0,0,
Apex Capital Management — Compliance board QBR,Adoption,Startup & SMB,medium,2026-04-12,8,"Champion,Expansion Opportunity",demo1,2,2,2,
Sterling Bank — Regulatory workflow onboarding,Onboarding,Agency & Creative,medium,2026-04-07,5,"Expansion Opportunity,Renewal Due",demo3,0,0,1,
Granite Trust — Risk management board setup,Adoption,Americas,medium,2026-04-14,3,"Renewal Due,At Risk",,3,2,0,
Cobalt Investments — Portfolio tracking enablement,Healthy,EMEA,medium,2026-03-24,6,QBR Needed,demo2,0,0,2,
Diamond Securities — Trading ops board adoption,Churned,APAC,medium,2026-03-26,1,"QBR Needed,At Risk",demo4,3,1,2,
Emerald Insurance — Claims workflow QBR,Onboarding,Enterprise Accounts,high,2026-04-22,2,Expansion Opportunity,demo1,0,0,0,
Sapphire Wealth — Client management board,Expansion,Mid-Market,urgent,,4,"Expansion Opportunity,Champion",demo3,2,0,1,
Topaz Credit Union — Member services board,Adoption,Strategic Partners,medium,2026-04-24,3,Renewal Due,,4,0,0,
Onyx Financial Group — Enterprise expansion,Adoption,Government & Edu,high,2026-02-21,7,"QBR Needed,Champion",demo2,0,0,2,
PixelForge — 5-seat trial conversion,Onboarding,Healthcare,medium,2026-02-17,4,At Risk,demo4,5,2,0,
LaunchPad Labs — Self-serve onboarding check,Expansion,Financial Services,medium,,1,"Expansion Opportunity,At Risk",demo1,0,0,1,
CodeStream — Automated health score review,Renewal,Startup & SMB,low,,2,QBR Needed,demo3,3,0,0,
DesignBolt — Creative board setup assistance,Healthy,Agency & Creative,high,2026-04-08,2,QBR Needed,,0,0,1,
GrowthEngine — Marketing board template setup,Healthy,Americas,medium,,6,,demo2,0,0,0,
TinyOps — Operations workflow quick-start,Expansion,EMEA,medium,2026-04-26,4,"Expansion Opportunity,Renewal Due",demo4,0,0,1,
SwiftDev — Engineering team board adoption,Onboarding,APAC,medium,,5,Champion,demo1,0,0,2,
NanoTech Solutions — Product board enablement,Churned,Enterprise Accounts,medium,2026-04-12,6,"Expansion Opportunity,Champion",demo3,4,4,0,
MicroCloud — Infrastructure board setup,Expansion,Mid-Market,urgent,,5,"At Risk,QBR Needed",,0,0,2,
SparkLabs — Startup workflow onboarding,Churned,Strategic Partners,high,,7,Expansion Opportunity,demo2,0,0,1,
Mosaic Creative — 30-client swimlane optimization,Expansion,Government & Edu,medium,,2,"Renewal Due,Champion",demo4,2,1,2,
Prism Design — Campaign board QBR,Healthy,Healthcare,medium,2026-04-27,4,Champion,demo1,5,4,2,
Spectrum Studios — Video production workflow,Healthy,Financial Services,urgent,2026-04-01,3,At Risk,demo3,0,0,1,
Canvas Agency — Client deliverables board,Adoption,Startup & SMB,urgent,2026-04-11,8,QBR Needed,,4,1,1,
Palette Digital — Social media calendar board,Adoption,Agency & Creative,high,2026-02-19,8,At Risk,demo2,4,2,0,
Inkwell Content — Editorial workflow adoption,Onboarding,Americas,medium,2026-04-22,2,"QBR Needed,At Risk",demo4,4,3,2,
Lightbox Media — Photography project board,Churned,EMEA,medium,2026-03-28,7,Renewal Due,demo1,0,0,0,
Framework Agency — Web development board,Renewal,APAC,high,2026-03-15,3,"QBR Needed,Expansion Opportunity",demo3,0,0,1,
Blueprint Creative — Brand campaign tracker,Expansion,Enterprise Accounts,medium,,5,Renewal Due,,0,0,0,
Pixel Perfect — Design sprint board setup,Onboarding,Mid-Market,high,,6,Champion,demo2,3,1,0,
Echo Marketing — Email campaign board,Expansion,Strategic Partners,high,2026-03-09,2,QBR Needed,demo4,0,0,0,
